transaction_id,target,transaction_amount,merchant_country,cardholder_country,is_foreign,transaction_hour,account_age_days,days_since_last,txn_count_30days,high_risk_amount,high_risk_country,new_account,dormant_reactivation
477,0,46,US,US,0,11,15,23,12,0,0,1,0
478,1,165,CN,US,1,22,1001,57,8,0,1,0,0
479,1,12,VN,US,1,1,1179,6,24,0,1,0,0
480,1,116,US,US,0,1,28,10,7,0,0,1,0
481,0,65,US,US,0,22,4,4,8,0,0,1,0
482,0,43,US,US,0,13,1195,15,1,0,0,0,0
483,0,36,US,US,0,13,1790,60,3,0,0,0,0
484,1,457,ID,US,1,2,973,5,22,0,1,0,0
485,0,128,US,US,0,2,469,51,2,0,0,0,0
486,0,364,US,US,0,11,853,61,1,0,0,0,1
487,0,161,US,US,0,16,1319,64,1,0,0,0,1
488,0,38,US,US,0,18,28,79,3,0,0,1,0
489,1,3235,US,US,0,0,1664,57,7,1,0,0,0
490,0,76,US,US,0,8,1003,42,5,0,0,0,0
491,1,78,PH,US,1,2,67,4,12,0,1,0,0
492,0,248,US,US,0,5,112,86,3,0,0,0,0
493,1,127,NG,US,1,21,1715,7,28,0,1,0,0
494,0,56,US,US,0,22,129,80,7,0,0,0,0
495,0,424,US,US,0,11,783,21,4,0,0,0,0
496,1,121,US,US,0,0,19,3,29,0,0,1,0
497,1,67,US,GB,1,1,261,3,26,0,0,0,0
498,1,1923,CN,US,1,1,541,4,21,1,1,0,0
499,0,30,US,US,0,18,3462,38,2,0,0,0,0
500,0,33,US,US,0,19,350,47,5,0,0,0,0
501,0,47,US,US,0,14,885,7,5,0,0,0,0
502,1,650,NG,US,1,0,762,6,13,0,1,0,0
503,0,81,US,US,0,10,3476,39,12,0,0,0,0
504,1,595,NG,US,1,0,806,3,11,0,1,0,0
505,0,52,US,AU,1,23,3298,78,1,0,0,0,1
506,0,137,US,US,0,19,2288,32,9,0,0,0,0
507,0,99,US,US,0,12,24,1,1,0,0,1,0
508,1,156,VN,US,1,18,18,1,1,0,1,1,0
509,0,116,US,US,0,18,2661,11,3,0,0,0,0
510,0,481,US,US,0,13,1,9,10,0,0,1,0
511,0,102,US,US,0,14,634,81,7,0,0,0,1
512,1,659,PH,US,1,3,106,3,8,0,1,0,0
513,1,117,KP,US,1,2,943,6,7,0,1,0,0
514,1,44,US,US,0,22,1260,19,24,0,0,0,0
515,0,35,US,GB,1,17,901,2,8,0,0,0,0
516,0,133,US,US,0,9,2719,39,2,0,0,0,0
517,0,80,MX,US,1,9,488,27,14,0,0,0,0
518,0,205,US,US,0,19,212,64,9,0,0,0,1
519,1,563,RU,US,1,0,27,4,26,0,1,1,0
520,0,60,US,US,0,21,330,15,3,0,0,0,0
521,1,33,US,US,0,2,19,59,6,0,0,1,0
522,0,27,US,US,0,13,345,45,4,0,0,0,0
523,0,435,AU,US,1,4,23,83,4,0,0,1,0
524,0,14,US,US,0,8,24,47,15,0,0,1,0
525,1,75,RU,US,1,1,13,6,24,0,1,1,0
526,0,61,US,US,0,4,2360,36,14,0,0,0,0
527,0,77,US,US,0,3,4,17,10,0,0,1,0
528,0,28,US,US,0,4,2359,10,4,0,0,0,0
529,1,2729,US,US,0,19,1624,7,18,1,0,0,0
530,1,3230,US,US,0,3,684,39,19,1,0,0,0
531,0,144,US,US,0,19,3051,10,4,0,0,0,0
532,0,95,DE,US,1,9,1396,72,5,0,0,0,1
533,1,2088,US,US,0,9,21,26,10,1,0,1,0
534,0,25,US,CA,1,11,2784,83,2,0,0,0,1
535,1,113,TH,US,1,21,27,37,20,0,1,1,0
536,1,2228,BR,US,1,18,935,2,6,1,1,0,0
537,1,725,US,US,0,11,979,10,18,0,0,0,0
538,1,601,US,US,0,1,1791,4,7,0,0,0,0
539,0,50,US,US,0,16,708,50,6,0,0,0,0
540,1,128,TH,US,1,9,8,5,21,0,1,1,0
541,0,38,US,US,0,12,239,51,3,0,0,0,0
542,1,539,NG,US,1,22,27,2,20,0,1,1,0
543,1,448,PH,US,1,19,23,14,23,0,1,1,0
544,0,103,US,US,0,20,1,4,5,0,0,1,0
545,0,45,US,US,0,14,2792,1,6,0,0,0,0
546,0,9,US,US,0,17,17,53,1,0,0,1,0
547,1,574,US,US,0,23,1507,3,13,0,0,0,0
548,1,1252,RU,US,1,2,30,2,5,0,1,1,0
549,0,14,US,US,0,2,286,44,6,0,0,0,0
550,0,75,US,US,0,6,12,72,1,0,0,1,0
551,0,32,CA,US,1,9,1056,9,12,0,0,0,0
552,0,155,US,US,0,10,1768,9,6,0,0,0,0
553,1,188,KP,US,1,21,133,4,25,0,1,0,0
554,0,500,US,US,0,13,437,35,5,0,0,0,0
555,0,71,US,US,0,12,1269,24,4,0,0,0,0
556,0,95,US,US,0,9,1456,88,12,0,0,0,1
557,0,29,US,US,0,14,3172,55,8,0,0,0,0
558,0,48,US,US,0,15,1692,29,1,0,0,0,0
559,0,70,AU,US,1,9,20,3,4,0,0,1,0
560,0,64,FR,US,1,21,2352,70,3,0,0,0,1
561,0,74,DE,US,1,2,741,35,3,0,0,0,0
562,1,523,KP,US,1,22,284,3,18,0,1,0,0
563,1,40,TH,US,1,18,17,20,2,0,1,1,0
564,1,155,BR,US,1,19,17,2,3,0,1,1,0
565,1,27,CN,US,1,19,249,20,18,0,1,0,0
566,0,15,US,US,0,9,6,61,1,0,0,1,0
567,0,67,US,US,0,22,989,35,2,0,0,0,0
568,1,1532,NG,US,1,3,311,53,18,1,1,0,0
569,1,160,US,US,0,1,1785,5,6,0,0,0,0
570,0,15,US,US,0,15,3216,64,9,0,0,0,1
571,1,573,CN,US,1,1,22,2,29,0,1,1,0
572,1,403,KP,US,1,23,8,20,25,0,1,1,0
573,0,258,US,US,0,13,10,12,3,0,0,1,0
574,0,48,US,US,0,17,2517,79,13,0,0,0,1
575,0,64,US,GB,1,8,1295,75,10,0,0,0,1
576,0,79,US,US,0,2,2462,7,11,0,0,0,0
577,0,6,US,US,0,19,1817,80,4,0,0,0,1
578,1,743,US,US,0,23,557,33,4,0,0,0,0
579,1,2390,BR,US,1,2,218,7,3,1,1,0,0
580,1,153,TH,US,1,0,52,14,23,0,1,0,0
581,0,41,US,US,0,8,2181,72,3,0,0,0,1
582,0,56,US,US,0,22,668,54,10,0,0,0,0
583,1,2844,BR,US,1,0,16,6,21,1,1,1,0
584,0,59,US,US,0,9,2153,64,2,0,0,0,1
585,0,103,US,US,0,19,1783,17,3,0,0,0,0
586,1,129,VN,US,1,11,474,7,12,0,1,0,0
587,1,49,RU,US,1,2,1240,53,27,0,1,0,0
588,0,62,US,US,0,8,2990,87,7,0,0,0,1
589,0,97,JP,AU,1,18,912,31,2,0,0,0,0
590,0,43,US,CA,1,16,2038,25,14,0,0,0,0
591,0,6,CA,US,1,0,1723,21,1,0,0,0,0
592,0,30,DE,US,1,14,1999,64,3,0,0,0,1
593,0,56,US,US,0,18,169,4,10,0,0,0,0
594,1,500,VN,US,1,18,224,1,3,0,1,0,0
595,0,17,US,US,0,11,11,68,1,0,0,1,0
596,0,72,US,US,0,14,1514,5,2,0,0,0,0
597,0,61,US,US,0,15,2669,44,2,0,0,0,0
598,0,685,US,US,0,20,29,32,2,0,0,1,0
599,0,76,US,US,0,20,2445,70,1,0,0,0,1
600,1,155,NG,US,1,10,20,18,4,0,1,1,0
601,1,134,US,US,0,18,1263,5,1,0,0,0,0
602,1,260,ID,US,1,18,234,1,28,0,1,0,0
603,1,118,US,US,0,1,941,3,11,0,0,0,0
604,1,2040,ID,US,1,22,8,12,6,1,1,1,0
605,0,65,US,US,0,16,1683,32,4,0,0,0,0
606,0,27,US,US,0,11,388,26,8,0,0,0,0
607,1,231,ID,US,1,20,618,18,30,0,1,0,0
608,1,548,US,US,0,3,11,7,1,0,0,1,0
609,0,76,US,US,0,14,2006,42,5,0,0,0,0
610,0,13,US,US,0,14,1777,12,9,0,0,0,0
611,1,165,CN,US,1,0,766,2,19,0,1,0,0
612,1,289,US,US,0,3,325,30,10,0,0,0,0
613,0,10,JP,US,1,11,714,53,5,0,0,0,0
614,0,49,US,US,0,8,1121,58,2,0,0,0,0
615,0,71,US,US,0,12,14,65,13,0,0,1,0
616,0,21,US,US,0,8,2536,68,1,0,0,0,1
617,1,837,US,US,0,1,16,47,30,0,0,1,0
618,1,914,TH,US,1,19,606,15,5,0,1,0,0
619,0,45,US,US,0,17,1593,61,3,0,0,0,1
620,0,43,US,US,0,9,29,61,9,0,0,1,0
621,1,332,KP,US,1,19,1308,2,22,0,1,0,0
622,0,118,US,US,0,14,931,10,1,0,0,0,0
623,0,56,US,US,0,11,1464,75,15,0,0,0,1
624,0,45,US,US,0,20,3264,20,13,0,0,0,0
625,0,64,US,US,0,16,2689,82,1,0,0,0,1
626,0,28,US,US,0,17,23,30,2,0,0,1,0
627,1,82,US,US,0,9,18,2,7,0,0,1,0
628,1,125,PH,US,1,0,25,38,9,0,1,1,0
629,0,41,US,US,0,13,14,68,1,0,0,1,0
630,0,61,US,US,0,9,904,61,10,0,0,0,1
631,0,519,US,US,0,16,2185,79,5,0,0,0,1
632,0,130,US,US,0,16,2559,29,3,0,0,0,0
633,0,18,US,US,0,22,623,11,7,0,0,0,0
634,0,85,US,US,0,18,3284,14,4,0,0,0,0
635,0,86,KR,US,1,20,657,47,1,0,0,0,0
636,0,320,GB,US,1,13,1798,67,5,0,0,0,1
637,1,2275,TH,US,1,3,1221,52,24,1,1,0,0
638,1,121,US,CA,1,18,23,7,2,0,0,1,0
639,1,55,RU,US,1,1,59,49,14,0,1,0,0
640,0,10,US,US,0,7,15,43,9,0,0,1,0
641,1,59,TH,US,1,2,1513,2,23,0,1,0,0
642,1,2230,TH,US,1,3,20,22,10,1,1,1,0
643,1,54,NG,US,1,18,325,4,3,0,1,0,0
644,1,785,RU,US,1,11,965,47,14,0,1,0,0
645,1,2328,NG,US,1,2,1347,18,16,1,1,0,0
646,0,30,US,US,0,9,860,52,13,0,0,0,0
647,0,78,US,US,0,22,207,13,7,0,0,0,0
648,0,72,US,US,0,16,1469,28,3,0,0,0,0
649,0,109,US,US,0,16,1359,19,3,0,0,0,0
650,1,60,KP,US,1,2,873,1,19,0,1,0,0
651,0,215,US,US,0,13,540,83,1,0,0,0,1
652,0,38,US,US,0,18,13,61,1,0,0,1,0
653,0,40,US,US,0,20,1403,56,5,0,0,0,0
654,1,63,ID,US,1,2,819,3,9,0,1,0,0
655,1,257,US,US,0,14,483,48,1,0,0,0,0
656,0,538,US,US,0,11,231,26,3,0,0,0,0
657,1,155,BR,US,1,10,1296,7,4,0,1,0,0
658,1,117,PH,US,1,13,577,53,8,0,1,0,0
659,1,1388,US,US,0,14,285,6,13,0,0,0,0
660,1,134,US,US,0,1,584,20,28,0,0,0,0
661,1,74,BR,US,1,17,29,5,8,0,1,1,0
662,0,38,US,US,0,13,1504,39,11,0,0,0,0
663,0,66,US,US,0,18,1748,13,3,0,0,0,0
664,0,40,US,US,0,10,1111,28,5,0,0,0,0
665,0,125,US,US,0,16,2900,73,11,0,0,0,1
666,0,81,US,US,0,12,3242,77,4,0,0,0,1
667,0,39,US,US,0,19,3179,58,1,0,0,0,0
668,1,116,US,US,0,15,857,35,29,0,0,0,0
669,0,212,US,US,0,13,26,69,5,0,0,1,0
670,0,63,US,US,0,15,3285,77,3,0,0,0,1
671,0,53,DE,US,1,12,1350,11,8,0,0,0,0
672,0,29,US,US,0,20,3113,75,7,0,0,0,1
673,0,128,US,US,0,22,1678,70,5,0,0,0,1
674,1,121,BR,US,1,2,390,2,15,0,1,0,0
675,1,156,NG,US,1,3,10,7,4,0,1,1,0
676,0,80,US,US,0,20,27,7,3,0,0,1,0
677,1,53,ID,US,1,18,1680,43,3,0,1,0,0
678,1,27,ID,US,1,0,1062,2,9,0,1,0,0
679,0,32,US,US,0,7,834,36,14,0,0,0,0
680,1,96,NG,AU,1,2,1364,7,14,0,1,0,0
681,0,137,US,US,0,19,812,30,2,0,0,0,0
682,0,39,US,US,0,13,29,20,3,0,0,1,0
683,1,349,TH,US,1,1,3,7,9,0,1,1,0
684,1,2667,RU,US,1,3,1475,7,29,1,1,0,0
685,1,111,US,US,0,19,508,2,30,0,0,0,0
686,0,1,US,US,0,9,1369,35,5,0,0,0,0
687,1,225,US,US,0,22,25,28,3,0,0,1,0
688,0,171,GB,US,1,2,23,6,1,0,0,1,0
689,0,105,US,US,0,15,3308,87,3,0,0,0,1
690,0,615,US,US,0,9,188,8,10,0,0,0,0
691,0,36,US,US,0,9,1995,19,8,0,0,0,0
692,1,741,US,US,0,21,10,2,1,0,0,1,0
693,1,1107,US,US,0,22,218,5,7,0,0,0,0
694,1,81,BR,US,1,19,759,2,8,0,1,0,0
695,0,59,US,US,0,20,2501,10,3,0,0,0,0
696,0,56,US,US,0,13,17,18,4,0,0,1,0
697,0,52,US,US,0,11,980,23,2,0,0,0,0
698,0,58,US,US,0,20,700,29,5,0,0,0,0
699,0,56,US,US,0,22,328,17,1,0,0,0,0
700,0,65,US,US,0,15,1278,82,1,0,0,0,1
701,0,35,US,US,0,20,34,33,7,0,0,0,0
702,0,25,DE,US,1,14,1078,89,7,0,0,0,1
703,1,692,US,US,0,0,5,14,11,0,0,1,0
704,0,262,US,US,0,12,1462,75,10,0,0,0,1
705,0,14,US,US,0,18,22,61,7,0,0,1,0
706,1,57,VN,US,1,1,18,47,24,0,1,1,0
707,1,636,US,US,0,22,23,23,19,0,0,1,0
708,0,406,US,US,0,16,1,17,4,0,0,1,0
709,1,195,US,US,0,1,336,8,2,0,0,0,0
710,1,101,ID,GB,1,23,1352,7,13,0,1,0,0
711,0,432,US,US,0,19,1528,84,2,0,0,0,1
712,0,98,US,US,0,15,2304,7,1,0,0,0,0
713,0,209,US,US,0,21,1783,74,4,0,0,0,1
714,1,98,PH,US,1,0,686,7,3,0,1,0,0
715,1,2026,US,US,0,13,28,47,7,1,0,1,0
716,1,151,NG,US,1,0,501,50,13,0,1,0,0
717,0,54,US,US,0,16,1875,31,12,0,0,0,0
718,0,62,US,US,0,21,1496,45,11,0,0,0,0
719,0,247,US,US,0,12,3,20,3,0,0,1,0
720,0,258,US,US,0,14,4,2,2,0,0,1,0
721,1,707,KP,US,1,20,27,6,1,0,1,1,0
722,0,51,US,US,0,10,2395,76,3,0,0,0,1
723,0,86,US,US,0,21,458,18,4,0,0,0,0
724,0,37,US,US,0,13,7,53,4,0,0,1,0
725,0,67,US,US,0,12,18,19,6,0,0,1,0
726,0,20,US,US,0,19,1898,41,6,0,0,0,0
727,1,2268,PH,US,1,14,3,3,5,1,1,1,0
728,0,53,AU,US,1,8,3198,66,5,0,0,0,1
729,0,55,US,US,0,8,3231,75,4,0,0,0,1
730,0,223,US,US,0,4,3533,29,13,0,0,0,0
731,0,14,US,US,0,12,957,15,7,0,0,0,0
732,0,14,US,US,0,16,2213,61,4,0,0,0,1
733,1,93,US,US,0,9,1589,3,7,0,0,0,0
734,0,99,US,US,0,11,71,84,9,0,0,0,0
735,0,173,US,AU,1,13,2136,49,12,0,0,0,0
736,0,49,US,US,0,15,3602,77,3,0,0,0,1
737,0,158,US,US,0,22,2855,12,3,0,0,0,0
738,1,517,KP,US,1,1,1734,2,7,0,1,0,0
739,1,2970,CN,US,1,18,191,4,7,1,1,0,0
740,0,13,US,US,0,11,2885,54,10,0,0,0,0
741,0,46,US,US,0,3,2001,24,4,0,0,0,0
742,0,198,US,US,0,1,2728,58,3,0,0,0,0
743,1,406,PH,US,1,0,198,8,30,0,1,0,0
744,0,56,US,AU,1,9,1094,28,13,0,0,0,0
745,0,166,GB,US,1,7,7,33,7,0,0,1,0
746,1,450,US,US,0,20,13,2,7,0,0,1,0
747,1,1817,TH,US,1,21,1765,7,3,1,1,0,0
748,1,2787,RU,US,1,23,1388,1,29,1,1,0,0
749,0,39,US,US,0,15,23,37,5,0,0,1,0
750,0,566,US,US,0,14,1455,33,7,0,0,0,0
751,0,123,US,US,0,11,3421,83,2,0,0,0,1
752,0,70,US,US,0,21,613,65,13,0,0,0,1
753,0,531,US,US,0,15,2694,46,5,0,0,0,0
754,0,74,US,US,0,17,29,69,11,0,0,1,0
755,1,3272,US,US,0,20,1779,7,2,1,0,0,0
756,0,39,US,CA,1,19,3385,54,15,0,0,0,0
757,0,36,US,US,0,17,535,13,2,0,0,0,0
758,0,49,US,US,0,0,2426,9,3,0,0,0,0
759,0,435,US,US,0,8,7,22,2,0,0,1,0
760,1,1963,KP,US,1,23,1046,2,28,1,1,0,0
761,0,0,JP,US,1,0,3312,81,14,0,0,0,1
762,1,3546,BR,US,1,18,1194,3,8,1,1,0,0
763,0,258,US,US,0,20,69,15,4,0,0,0,0
764,1,502,KP,US,1,19,9,7,9,0,1,1,0
765,1,100,NG,US,1,22,1745,1,26,0,1,0,0
766,1,41,BR,US,1,23,1611,5,17,0,1,0,0
767,0,92,US,US,0,9,3511,17,5,0,0,0,0
768,0,10,US,US,0,19,3030,68,2,0,0,0,1
769,0,66,US,US,0,8,1414,5,7,0,0,0,0
770,0,35,US,US,0,21,1247,2,7,0,0,0,0
771,1,1031,PH,US,1,1,17,4,7,0,1,1,0
772,0,71,US,US,0,13,3020,3,5,0,0,0,0
773,0,40,US,US,0,14,1987,26,10,0,0,0,0
774,0,15,US,US,0,21,311,80,9,0,0,0,1
775,0,45,DE,US,1,15,2811,1,13,0,0,0,0
776,0,31,US,US,0,2,2993,75,8,0,0,0,1
777,0,90,US,US,0,11,6,70,4,0,0,1,0
778,1,63,CN,US,1,10,791,15,17,0,1,0,0
779,0,188,US,US,0,16,53,66,12,0,0,0,0
780,1,117,VN,US,1,20,1571,4,6,0,1,0,0
781,0,53,US,US,0,11,2066,61,5,0,0,0,1
782,1,1127,US,US,0,22,27,44,11,0,0,1,0
783,0,42,US,AU,1,13,2609,47,1,0,0,0,0
784,0,340,US,US,0,9,1568,71,12,0,0,0,1
785,1,133,US,US,0,0,906,37,2,0,0,0,0
786,1,649,BR,US,1,1,20,35,18,0,1,1,0
787,1,460,US,US,0,12,483,43,2,0,0,0,0
788,0,8,US,US,0,22,14,60,11,0,0,1,0
789,1,127,US,US,0,2,253,5,8,0,0,0,0
790,1,208,NG,US,1,2,25,7,4,0,1,1,0
791,1,727,PH,US,1,12,516,6,28,0,1,0,0
792,0,48,US,US,0,11,6,62,1,0,0,1,0
793,0,366,US,US,0,8,3267,71,2,0,0,0,1
794,1,445,ID,US,1,0,7,29,30,0,1,1,0
795,1,3084,TH,US,1,13,1825,1,12,1,1,0,0
796,0,30,US,US,0,12,7,52,1,0,0,1,0
797,1,132,US,US,0,21,819,3,6,0,0,0,0
798,1,362,KP,US,1,3,21,6,26,0,1,1,0
799,0,186,US,US,0,22,4,62,6,0,0,1,0
800,1,307,US,US,0,16,16,23,26,0,0,1,0
801,0,59,US,US,0,11,3491,12,2,0,0,0,0
802,0,500,US,US,0,8,1972,13,9,0,0,0,0
803,0,33,US,US,0,12,519,25,1,0,0,0,0
804,0,46,US,US,0,14,764,63,5,0,0,0,1
805,1,1513,NG,US,1,19,670,24,7,1,1,0,0
806,1,143,US,US,0,13,765,1,19,0,0,0,0
807,1,50,CN,US,1,21,12,2,5,0,1,1,0
808,0,53,JP,US,1,12,1506,75,1,0,0,0,1
809,0,127,US,US,0,12,28,83,2,0,0,1,0
810,0,202,US,US,0,17,475,17,6,0,0,0,0
811,0,200,US,US,0,14,2732,51,5,0,0,0,0
812,1,70,US,US,0,18,222,2,8,0,0,0,0
813,1,65,TH,US,1,0,834,2,14,0,1,0,0
814,1,154,KP,US,1,18,711,47,6,0,1,0,0
815,1,329,VN,US,1,19,20,6,6,0,1,1,0
816,0,171,JP,US,1,21,2016,13,12,0,0,0,0
817,0,50,US,US,0,21,770,85,8,0,0,0,1
818,0,71,US,US,0,12,2857,14,12,0,0,0,0
819,0,38,US,US,0,13,1715,9,4,0,0,0,0
820,0,208,US,US,0,22,1563,43,10,0,0,0,0
821,0,71,US,US,0,9,3577,73,7,0,0,0,1
822,0,64,US,US,0,1,615,39,13,0,0,0,0
823,0,66,US,US,0,21,3450,88,4,0,0,0,1
824,1,62,US,US,0,12,1414,31,24,0,0,0,0
825,1,387,US,US,0,0,1,5,10,0,0,1,0
826,0,802,US,US,0,22,12,55,5,0,0,1,0
827,1,80,BR,US,1,12,27,2,27,0,1,1,0
828,0,27,US,US,0,9,2142,41,2,0,0,0,0
829,1,135,VN,US,1,1,267,1,4,0,1,0,0
830,0,48,US,US,0,15,1301,10,3,0,0,0,0
831,0,41,US,CA,1,15,1132,85,10,0,0,0,1
832,1,255,PH,US,1,18,1584,43,8,0,1,0,0
833,1,59,TH,US,1,2,503,7,2,0,1,0,0
834,0,52,US,US,0,18,2946,85,2,0,0,0,1
835,0,56,US,US,0,22,370,24,9,0,0,0,0
836,1,2249,RU,US,1,3,1184,2,7,1,1,0,0
837,0,63,US,US,0,10,1221,22,9,0,0,0,0
838,1,1611,NG,US,1,2,27,32,1,1,1,1,0
839,0,108,US,US,0,16,437,40,3,0,0,0,0
840,0,29,US,US,0,22,1193,15,9,0,0,0,0
841,1,566,KP,GB,1,0,15,38,29,0,1,1,0
842,1,115,BR,US,1,1,1003,2,5,0,1,0,0
843,0,40,FR,AU,1,10,3124,85,3,0,0,0,1
844,1,76,BR,US,1,14,1376,5,2,0,1,0,0
845,0,41,US,US,0,13,2489,62,9,0,0,0,1
846,0,658,US,US,0,14,3462,66,6,0,0,0,1
847,0,160,US,US,0,23,909,40,10,0,0,0,0
848,0,28,US,US,0,12,840,81,1,0,0,0,1
849,0,42,US,US,0,16,3283,83,5,0,0,0,1
850,0,21,US,US,0,12,3380,73,14,0,0,0,1
851,0,80,US,US,0,21,3155,9,13,0,0,0,0
852,0,220,US,US,0,20,3,62,15,0,0,1,0
853,1,110,BR,CA,1,23,15,30,7,0,1,1,0
854,0,49,US,US,0,14,3261,17,5,0,0,0,0
855,0,126,US,US,0,15,517,79,11,0,0,0,1
856,1,77,KP,US,1,2,23,3,7,0,1,1,0
857,1,456,NG,US,1,18,1655,2,21,0,1,0,0
858,1,85,US,US,0,17,25,1,7,0,0,1,0
859,1,3554,BR,US,1,1,6,37,4,1,1,1,0
860,1,358,US,US,0,19,1356,14,22,0,0,0,0
861,0,102,US,US,0,11,3170,63,4,0,0,0,1
862,0,28,US,US,0,21,1696,15,4,0,0,0,0
863,0,255,US,US,0,10,312,59,6,0,0,0,0
864,0,39,US,US,0,14,24,56,11,0,0,1,0
865,0,33,US,US,0,21,2774,20,11,0,0,0,0
866,0,61,DE,US,1,20,2,47,4,0,0,1,0
867,1,370,PH,US,1,0,24,47,18,0,1,1,0
868,0,25,US,US,0,17,3447,52,2,0,0,0,0
869,1,340,ID,US,1,20,560,6,5,0,1,0,0
870,0,32,US,US,0,16,3608,45,4,0,0,0,0
871,1,2267,US,CA,1,3,111,43,3,1,0,0,0
872,0,330,US,US,0,18,21,6,15,0,0,1,0
873,0,180,US,US,0,23,481,68,1,0,0,0,1
874,1,121,BR,US,1,23,67,1,1,0,1,0,0
875,0,89,US,US,0,16,3489,7,5,0,0,0,0
876,1,61,US,US,0,2,440,4,3,0,0,0,0
877,0,319,US,AU,1,10,78,78,14,0,0,0,0
878,0,67,US,US,0,18,1872,46,4,0,0,0,0
879,0,263,US,US,0,18,237,52,5,0,0,0,0
880,1,473,PH,US,1,3,1,9,9,0,1,1,0
881,1,61,US,US,0,17,15,1,7,0,0,1,0
882,0,57,US,US,0,23,340,44,3,0,0,0,0
883,1,585,NG,CA,1,2,6,6,19,0,1,1,0
884,0,28,US,US,0,11,251,49,4,0,0,0,0
885,1,132,KP,US,1,18,15,1,2,0,1,1,0
886,1,52,US,US,0,18,16,12,27,0,0,1,0
887,0,38,US,AU,1,8,440,82,2,0,0,0,1
888,1,647,RU,US,1,3,4,4,8,0,1,1,0
889,0,510,US,US,0,15,2509,43,11,0,0,0,0
890,0,27,US,US,0,3,3274,48,4,0,0,0,0
891,0,259,US,US,0,15,1711,45,4,0,0,0,0
892,0,54,US,US,0,13,3466,6,4,0,0,0,0
893,1,2235,PH,GB,1,20,25,2,6,1,1,1,0
894,1,501,ID,GB,1,1,1715,5,6,0,1,0,0
895,0,77,US,US,0,13,3079,2,5,0,0,0,0
896,1,183,PH,US,1,19,1299,3,16,0,1,0,0
897,0,327,US,US,0,16,13,7,4,0,0,1,0
898,0,22,AU,US,1,12,1868,50,3,0,0,0,0
899,1,1205,US,US,0,22,3,56,8,0,0,1,0
900,0,6,US,US,0,2,1796,59,14,0,0,0,0
901,0,56,US,US,0,12,256,71,2,0,0,0,1
902,1,131,ID,AU,1,1,708,4,3,0,1,0,0
903,1,691,KP,US,1,0,17,10,7,0,1,1,0
904,1,675,TH,US,1,3,782,2,28,0,1,0,0
905,0,76,US,US,0,6,2616,43,9,0,0,0,0
906,0,47,US,US,0,17,3217,44,5,0,0,0,0
907,0,32,US,US,0,11,2656,40,5,0,0,0,0
908,0,63,US,US,0,4,2913,62,1,0,0,0,1
909,0,67,US,US,0,12,2207,39,11,0,0,0,0
910,0,52,US,US,0,22,5,50,3,0,0,1,0
911,0,206,US,US,0,15,1835,16,4,0,0,0,0
912,1,111,RU,US,1,18,1350,34,25,0,1,0,0
913,1,120,RU,US,1,3,10,7,3,0,1,1,0
914,1,86,NG,US,1,12,18,1,4,0,1,1,0
915,0,11,US,US,0,10,706,76,5,0,0,0,1
916,0,49,US,US,0,14,3233,64,2,0,0,0,1
917,1,119,PH,US,1,1,563,4,3,0,1,0,0
918,1,351,TH,US,1,18,10,5,7,0,1,1,0
919,0,70,US,US,0,20,2468,47,15,0,0,0,0
920,1,840,RU,US,1,3,10,53,19,0,1,1,0
921,0,56,US,US,0,12,594,85,4,0,0,0,1
922,0,112,US,US,0,9,2025,60,10,0,0,0,0
923,0,40,US,US,0,9,30,2,2,0,0,1,0
924,0,183,US,US,0,23,2565,54,4,0,0,0,0
925,0,45,US,US,0,14,1932,80,3,0,0,0,1
926,0,172,US,US,0,11,1742,88,7,0,0,0,1
927,1,2781,US,US,0,18,14,4,3,1,0,1,0
928,1,1248,PH,US,1,1,19,46,1,0,1,1,0
929,0,21,US,US,0,11,2442,87,3,0,0,0,1
930,0,14,US,US,0,19,2731,30,14,0,0,0,0
931,1,68,RU,US,1,3,84,23,16,0,1,0,0
932,1,365,US,US,0,1,1253,5,5,0,0,0,0
933,0,68,US,US,0,8,2274,59,4,0,0,0,0
934,1,215,KP,US,1,0,29,57,22,0,1,1,0
935,0,41,US,US,0,11,430,42,15,0,0,0,0
936,0,50,US,US,0,1,422,25,13,0,0,0,0
937,0,79,US,US,0,21,2859,82,1,0,0,0,1
938,1,190,US,US,0,18,20,5,5,0,0,1,0
939,1,3374,US,US,0,23,359,49,21,1,0,0,0
940,1,667,US,US,0,18,20,1,16,0,0,1,0
941,0,90,US,US,0,13,2256,67,1,0,0,0,1
942,0,210,US,US,0,12,1591,48,9,0,0,0,0
943,0,68,GB,US,1,17,1916,25,11,0,0,0,0
944,0,157,US,US,0,9,28,66,2,0,0,1,0
945,0,76,US,US,0,11,59,42,1,0,0,0,0
946,0,71,US,US,0,18,3272,73,5,0,0,0,1
947,1,303,TH,US,1,0,11,7,9,0,1,1,0
948,0,242,US,US,0,20,12,31,12,0,0,1,0
949,1,3145,US,US,0,21,1720,34,28,1,0,0,0
950,0,195,US,US,0,13,1587,14,14,0,0,0,0
951,0,1,US,US,0,9,1551,82,4,0,0,0,1
952,0,2,US,US,0,18,1430,8,5,0,0,0,0
953,1,74,RU,US,1,1,384,49,8,0,1,0,0
954,1,3540,PH,US,1,18,1466,23,20,1,1,0,0
955,1,1748,CN,US,1,20,4,4,4,1,1,1,0
956,1,104,US,US,0,3,20,7,10,0,0,1,0
957,0,70,CA,US,1,8,2246,11,2,0,0,0,0
